keys,values
道座庙社区卫生室,1
区迎,1
区赵国均,1
区谭正,1
区谢雅,1
区谢俊英诊所,1
区许伯琴诊所,1
桥镇石庙村卫生室,1
苏稽镇永和,1
阮家,1
区龚嘴镇杨岗村卫生室,1
镇长兴村卫生站,1
区钟力,1
分场村卫生室,1
区永胜乡桅杆村卫生室,1
计算机,1
文豪路,1
城区张建平,1
村李毓松,1
王正安,1
张玉莲,1
沙湾嘉农丰都,1
沙湾劲松,1
区永胜乡,1
镇稻麦,1
区碧山乡蜜蜂村卫生室,1
四峨,1
区碧山乡马鞍,1
柱村卫生室,1
铜茨乡青,1
铜茨乡老街,1
区轸溪乡红岩村卫生室,1
区轸溪乡双山村卫生室,1
区踏水镇石埂村卫生室,1
区踏水镇新,1
区谭坝乡大同,1
区龚嘴镇长江,1
场镇金花村卫生,1
场镇小河村卫生站,1
芦茅沟村卫生站,1
响滩村卫生站,1
江县永兴镇七星村卫生站,1
谭受,1
乡碉楼村卫生站,1
乡杨家,1
庙坡村卫生站,1
乡大码口,1
乡土寨村卫生站,1
民主乡长,1
银杉,1
铁佛村卫生站,1
丹棱县双桥镇黄金,1
江县永兴镇杨,1
杰兴镇高碑村卫生站,1
杰兴镇雷鸣,1
杰兴镇金马村卫生站,1
连山村卫生站,1
觉慧,1
杰兴镇彭桥村卫生站,1
江县普兴镇高,1
江县普兴镇高坪村卫生站,1
江县普兴镇铜铃村卫生站,1
迎丰村卫生站,1
民主乡幸福,1
镇新兴村第一卫生室,1
丹棱县双桥镇桂香,1
江县普兴镇伏龙,1
江县永兴镇长,1
江县玉兴镇小拱桥村卫生站,1
江县玉兴镇太,1
江县玉兴镇大石,1
江县玉兴镇囤粮,1
凡龙,1
江县玉兴镇三元,1
江县悦来镇,1
江县永兴镇莲花村卫生站,1
龙颈村卫生站,1
清河村卫生站,1
江县永兴镇永兴村卫生站,1
江县清河乡松山村卫生站,1
江县清河乡曙光,1
六里班,1
镇红花村卫生站,1
镇石堰村卫生站,1
镇桑园村卫生站,1
镇大堰村卫生站,1
江县清河乡藕塘村卫生站,1
江县清河乡石碑,1
江县普兴镇石龙,1
镇双堰村卫生,1
兴村卫生,1
镇大坪村卫生,1
江县黄鹿镇金,1
贤村卫生站,1
镇东沟村卫生站,1
江县富兴镇铜锣村卫生站,1
钟楼村卫生站,1
江县富兴镇茯岭村卫生站,1
江县富兴镇群丰村卫生站,1
江县双龙镇九龙,1
苏坝村卫生站,1
镇上马村卫生站,1
江县回龙镇长沟村卫生站,1
江县冯店镇上,1
江县冯店镇腊树村卫生站,1
禾加,1
玉兔,1
正沟村卫生站,1
春风村第二卫生站,1
春风村第一卫生站,1
平梁村卫生站,1
江县冯店镇小,1
妙山村卫生站,1
塘坊村卫生站,1
江县冯店镇铁,1
江县富兴镇棋盘,1
龙洞村第一,1
江县冯店镇观音沟村卫生站,1
主村卫生站,1
春彩,1
江县富兴镇红光,1
里沟村卫生站,1
元兴乡跳蹬村卫生站,1
元兴乡蒲溪村卫生站,1
元兴乡石鸭,1
元兴乡火花村卫生站,1
江县双龙镇大塘村卫生站,1
江县双龙镇青龙,1
盘山村卫生站,1
江县冯店镇古,1
江县富兴镇柳林,1
镇大坪村卫生站,1
江县回龙镇万古,1
江县富兴镇望江,1
富兴村卫生站,1
天梯村卫生站,1
江县富兴镇五星村卫生站,1
江县富兴镇东风村卫生站,1
江县富兴镇丁字,1
镇高庙村卫生站,1
镇高寨村卫生站,1
镇双堰村卫生站,1
江县回龙镇竹林村卫生站,1
江县回龙镇石滚坝村卫生站,1
乡唐家祠村卫生站,1
爱瑞眼科,1
江县回龙镇歇马村卫生站,1
江县回龙镇桔园村卫生站,1
江县回龙镇太白,1
江县回龙镇回,1
江县回龙镇,1
江县回龙镇两河村卫生站,1
江县玉兴镇望云,1
江县玉兴镇桃花,1
江县玉兴镇金钩村卫生站,1
船形,1
江县回龙镇石庙村卫生站,1
江县黄鹿镇群力,1
江县龙台镇金鱼,1
江县龙台镇金,1
江县龙台镇菱角村卫生站,1
攀峰村卫生站,1
宝庆,1
江县龙台镇双溪村卫生站,1
江县龙台镇双桂,1
江县龙台镇万荣,1
江县黄鹿镇飞翔,1
元兴乡雷胜村卫生站,1
医院第三卫生所,1
兴村第三,1
江县黄鹿镇石,1
江县黄鹿镇铜音,1
江县黄鹿镇梨,1
景观村卫生站,1
江县黄鹿镇五龙,1
店乡斩龙,1
店乡双,1
镇飞马村卫生站,1
镇金钱,1
虹桥村卫生站,1
江县黄鹿镇红,1
局集团职业病防治,1
镇小桥村卫生,1
江县回龙镇沿河村卫生站,1
镇严沟村卫生站,1
龙鹄村卫生站,1
丹棱县丹棱镇青龙,1
丹棱县丹棱镇白塔,1
宁洱彭飞中医诊所,1
旭娜,1
丹棱县丹棱镇大林村卫生站,1
罗在彬卫生室,1
寺村第三,1
江县黄鹿镇青藕,1
镇碾子湾村卫生站,1
岩湾村第三,1
江县石笋乡拦河村卫生站,1
镇新店村卫生站,1
聂呷乡,1
县章谷镇刘氏便民诊所,1
格宗,1
巴旺乡,1
岳扎乡,1
县半扇门,1
众利,1
村刘永超卫生室,1
山镇老君,1
同缘,1
水池村卫生站,1
蜜蜂村卫生站,1
镇石垭子村卫生站,1
江县玉兴镇青松,1
镇冯坪村卫生站,1
灵活,1
宏程,1
镇三岔村卫生站,1
乡五里桥村卫生站,1
江县石笋乡高,1
江县石笋乡红,1
黄廷水,1
瓦店乡白龙,1
镇石狮,1
秦祖润,1
观音寺村卫生站,1
壶瓶村卫生站,1
瓦店乡竹园村卫生站,1
江县石泉乡坭宾,1
江县石泉乡凉水井村卫生站,1
兰家坪村卫生站,1
江县石泉乡九股,1
江县白果乡黄桷村卫生站,1
江县白果乡白果,1
江县白果乡毛店村卫生站,1
江县白果乡快活,1
江县石笋乡石笋村卫生站,1
栖云,1
地桩村卫生站,1
镇土桥村卫生站,1
渠村卫生站,1
瓦店乡太平,1
镇长丰村卫生站,1
团碑村卫生站,1
镇袁家桥村卫生站,1
姜寺村卫生站,1
镇苕坡村卫生站,1
镇石桩村卫生站,1
江县石笋乡七郎,1
山乡黄谷,1
山乡金,1
经开诺贝尔口腔门诊部,1
镇五根松,1
山乡前进村卫生站,1
山乡七眼,1
镇长梁村卫生站,1
镇铜梁村卫生站,1
镇联丰村卫生站,1
镇祝家庙村卫生站,1
镇月塘村卫生站,1
镇张家沟村卫生站,1
引泉村卫生站,1
镇大田坝村卫生站,1
山乡大桥村卫生站,1
闫晓云,1
书房村卫生站,1
镇长叭沟村卫生站,1
竹村卫生站,1
村隋永,1
钱志民,1
镇驮道,1
经济技术开发区李胜修,1
山镇于雷,1
东兴村卫生室,1
桂花园村卫生站,1
镇响井村卫生站,1
县革什扎乡,1
郭玉华西医内科诊所,1
洪臣西医内科诊所,1
经开邸淑珍西医内科诊所,1
辛义,1
经开赵显俊,1
经开赵忠林,1
经开赵守,1
学军中医内科诊所,1
经开赵凤,1
陶立志,1
钱玉华西医内科诊所,1
经开赵伟西医内科诊所,1
苏克俭西医内科诊所,1
山乡唐,1
经开胤宁,1
胡雅萍西医内科诊所,1
王险峰中医内科诊所,1
王晓云,1
经济技术开发区张洪,1
经济技术开发区魏,1
绿园厚桂荣中医内科诊所,1
谭振宇中医骨伤诊所,1
袁增贵中西医结合诊所,1
麻庸中医诊所,1
绿园单凤,1
出六里村卫生所,1
厢黄旗,1
卢贞姬,1
边桂珍西医内科诊所,1
绿园区王克,1
绿园区桑立政中西医结合诊所,1
绿园区杨桂兰西医内科诊所,1
绿园区张云杰西医内科诊所,1
宫雪贵西医内科诊所,1
绿园区孙秀茹西医内科诊所,1
绿园区孙凤,1
绿园区刘金凤,1
河村刘旭光,1
王俊峰,1
绿园冷兴,1
绿园倪金,1
绿园付连,1
绿园付景,1
绿园于淑英西医内科诊所,1
绿园于春,1
绿园于建民,1
绿园于学,1
绿园于,1
绿园乔明辉西医内科诊所,1
绿园区刘立峰,1
冠儒中医内科诊所,1
村张臣诊所,1
鸣珍西医内科诊所,1
邸玉清西医内科诊所,1
付万财卫生所,1
祖立君中医内科诊所,1
空港经济开发区,1
种羊场四分场第三卫生所,1
种羊场四分场第一卫生所,1
六分场第二卫生所,1
尹维信,1
秀水镇杨家村,1
村王淑英,1
村李绍斌,1
王启胜,1
磐石马,1
窝瓜地村,1
磐石烟筒山镇,1
雷明西医内科诊所,1
郭廷珍中医内科诊所,1
桂华西医内科诊所,1
经济开发区大榆树村李改梅,1
程云,1
百济医院,1
王丽霞中西医结合诊所,1
代存海,1
梁尤光,1
磐石烟筒山镇东,1
象铁,1
村张洪杰卫生所,1
秀娟西医内科诊所,1
张桂珍西医内科诊所,1
格林口腔门诊部,1
杨彦珊西医内科诊所,1
李静中医内科诊所,1
李胜修,1
经开时淑云,1
戴明琦中医综合诊所,1
经开徐迪翔,1
经开徐振琨西医内科诊所,1
经开徐彦,1
经开徐培仁,1
张秋月,1
张春雷,1
村孙茂,1
张云才西医内科诊所,1
宋春刚中医综合诊所,1
孙守军西医内科诊所,1
姜利,1
夏春普,1
和慕佳口腔门诊部,1
周玉堂,1
刘丽虹中医综合诊所,1
杨立娟中医内科诊所,1
吴殿祥西医内科诊所,1
同济堂,1
郑淑苹西医内科诊所,1
元章中医内科诊所,1
王群中医,1
镇两方,1
凤凰九,1
腰苇子沟村卫生室,1
街遇彤中医,1
肖玉成中医诊所,1
耿素文,1
子沟镇,1
于英中医内科诊所,1
冯焕章中医内科诊所,1
锦忠中医内科诊所,1
颐年养老院,1
马颂翔,1
喜华中医内科诊所,1
韩延令,1
陈蕊华西医内科诊所,1
陈志勇中西医结合诊所,1
绿园铭,1
金哲明中医内科诊所,1
金凤莲,1
黄希才中医内科诊所,1
仁伟中医内科诊所,1
毕明,1
黄世禄,1
繁荣中医门诊部,1
汪德成,1
申宝,1
赵亮口腔诊所,1
绿园贾志,1
城镇季长,1
泉子沿村卫生室,1
吴邵红,1
乡榆树沟,1
学斌中医综合诊所,1
王娟中医综合诊所,1
船营樊刚中医诊所,1
王力兵,1
船营殷贵森中医综合诊所,1
李晓玲西医内科诊所,1
船营朴门,1
景辉西医内科诊所,1
易绍,1
徐荫娣西医内科诊所,1
张维忠西医内科诊所,1
张绍志,1
张璇中医诊所,1
崔金萍中医综合诊所,1
刘秀玲西医内科诊所,1
彭永贵西医内科诊所,1
邱春中医内科诊所,1
孙希昌,1
张喜荣西医内科诊所,1
绿园裴医,1
刘国强西医儿科诊所,1
吉仲,1
付国贤耳鼻喉科诊所,1
于洪文,1
于泊,1
于忠恩,1
水曲,1
绿园贾庆,1
贺德,1
赵洪义,1
冯儒林,1
徐国印,1
曾庆森中医内科诊所,1
张建华中医内科诊所,1
绿园曹,1
绿园曹丽萍西医内科诊所,1
曲敏西医内科诊所,1
文磊西医内科诊所,1
德正堂中医门诊部,1
德康综合门诊部,1
徐晓琦中医,1
薛忠臣西医内科诊所,1
李兆军中西医结合诊所,1
张书,1
王冰西医内科诊所,1
杨兆华中西医结合诊所,1
王显杰西医内科诊所,1
绿园孙氏中医门诊部,1
绿园孙,1
绿园孙喜君中医诊所,1
绿园孙凤祥中医内科诊所,1
绿园孙凤云,1
绿园姜秀芳中医内科诊所,1
嘉禾口腔门诊部,1
李建辉口腔诊所,1
李洪亮西医内科诊所,1
绿园肖頔西医内科诊所,1
玉玲西医内科诊所,1
宋国华中西医结合诊所,1
绿园肖玉祥西医内科诊所,1
绿园肖树芬妇科诊所,1
绿园聂艳玲中医内科诊所,1
绿园耿立彪中医内科诊所,1
绿园符文,1
田茂奎中医骨伤诊所,1
越宇中医内科诊所,1
王艳茹西医内科诊所,1
郝玉书,1
微微,1
王秀香中医内科诊所,1
李凡中医内科诊所,1
村刘文启,1
王丽娜中医内科诊所,1
凤祥中医内科诊所,1
海林世,1
毛俊杰中医内科诊所,1
绿园毕克,1
绿园樊彦波中医内科诊所,1
绿园梧桐卓越口腔门诊部,1
桂文魁西医内科诊所,1
王桂芬西医内科诊所,1
王恒,1
王文奇,1
赵金龙,1
戚大,1
市洮府办事处北郊,1
村赵淑波,1
市永茂,1
乡三家村王丽丽,1
胡凤荣,1
盛凌敏诊所,1
白晶诊所,1
滕伟娜西医内科诊所,1
绿园孙艳西医内科诊所,1
谢文尧,1
秋林中医诊所,1
惠仁堂,1
海勃日戈镇孤羊,1
彭玉杰中医诊所,1
来承,1
敖宝,1
东风乡长发,1
洮北冯桂兰,1
俊才中医诊所,1
于淑梅妇科诊所,1
泉乡尖山子村卫生室,1
泉乡尖山子村,1
井子村张,1
泉乡北,1
付广,1
崔丹,1
怀臣卫生所,1
村邓剑锋,1
服务有限公司高新区,1
潍坊精诚健康管理,1
德仁堂医疗管理有限公司高新区,1
蔡景,1
龙坑村,1
海勃日戈镇闫家村卫生室,1
班勇诊所,1
镇赉镇刘金玉,1
海勃日戈镇七棵树村,1
张纯业,1
区张兆明中西医诊所,1
村张丽艳,1
乡孤店村卫生室,1
乡孤店村刘,1
吐莫文,1
街道社区卫生服务中心接种门诊部,1
庆松,1
市那,1
车力,1
丛德,1
瑞明中医诊所,1
海勃日戈镇三义井村,1
海勃日戈镇双龙山村卫生室,1
通榆宋,1
村孙丽,1
泗河镇韩家村,1
周建民,1
桦树村,1
由凤,1
汤宪策中医诊所,1
玉强中西医诊所,1
区李贵,1
瓦房悦来,1
洮北杜,1
海勃日戈镇三义井村卫生室,1
贾凤兰,1
张书娟西医妇科诊所,1
村王志学,1
浦淑珍中医诊所,1
李波中医诊所,1
李晓薇中医内科诊所,1
封翊君中医诊所,1
孟宪东,1
孙国超中医推拿诊所,1
英俊中医诊所,1
镇永胜村卫生所,1
镇双胜村王文,1
西苇子沟村李,1
爱敏中医诊所,1
高以领,1
初广,1
玉珍西医内科诊所,1
高耸中医诊所,1
永吉韩,1
汤永辉西医内科诊所,1
县人民医院驻汪清,1
于瑞明中医内科诊所,1
王娜娜西医内科诊所,1
村李志学,1
原鹏中医诊所,1
村王志,1
城赵勤中医诊所,1
水波西医内科诊所,1
镇张占峰,1
汽开赵玉祥西医内科诊所,1
董长,1
王維林,1
景希,1
汽开倚水佳园养老院,1
汽开普安,1
汽开时淑琴西医内科诊所,1
玉国中西医结合诊所,1
陆继明西医内科诊所,1
汽开徐晓春,1
孙艳西医内科诊所,1
焦桂芝中医内科诊所,1
孔令嘉,1
刘海燕西医内科诊所,1
刘文丽中医内科诊所,1
刘亦伟西医内科诊所,1
学伟中医内科诊所,1
潘文弟中西医内科诊所,1
牛志云,1
张艳芝西医内科诊所,1
张乃峰,1
村张小,1
村张英文,1
玉梅西医内科诊所,1
医疗养护,1
村邹井,1
肖方,1
李玉华妇科诊所,1
德礼,1
城巾杰妇科诊所,1
健康体检管理,1
徐殿胜,1
白依拉嘎乡韩家店村,1
乡上甸子村,1
珲春微笑口腔诊所,1
朝阳堡村卫生室,1
白依拉嘎乡三家子村卫生室,1
白依拉嘎乡三家子村,1
疾病康复门诊部,1
由喜岗,1
海燕妇科诊所,1
县贾涛,1
琍民诊所,1
李福绩中医诊所,1
珲春本草,1
艾里村李忠,1
左家村,1
百草沟镇永兴村卫生所,1
珲春市近海,1
倪太,1
区苇塘,1
秀艳,1
唐远军卫生所,1
京贵西医内科诊所,1
王慧琚西医内科诊所,1
城镇梨树村卫生室,1
长岗村卫生室,1
镇帽山村卫生室,1
市取柴河镇三,1
磐石宝山乡长兴村孙凤章,1
索冬冬,1
厚德堂医药连锁有限公司,1
德俊,1
山弘济,1
江区大镜沟乡,1
宋皆西医内科诊所,1
孙丽中医内科诊所,1
姜艳西医内科诊所,1
姚淑华中医内科诊所,1
村张波,1
刘德录中医内科诊所,1
百草沟镇闹枝,1
百草沟镇永和,1
锅盔村,1
孤顶子村,1
王桂华中医诊所,1
镇下草帽顶子村卫生所,1
乡马滴达,1
厉建刚个体,1
王敏,1
王慧研,1
成中医骨科诊所,1
王志辉儿科门诊,1
开迅中医内科诊所,1
镇青龙山村卫生室,1
镇青龙山村,1
大洼村卫生室,1
镇腰,1
五家村卫生室,1
镇三岔沟,1
镇大榆树村卫生室,1
镇万宝山村卫生室,1
王帆中医内科诊所,1
王宪西医内科诊所,1
王宝森西医内科诊所,1
王宗起中医内科诊所,1
王宇西医内科诊所,1
王奎元中医内科诊所,1
山市妇幼保健院,1
张玉环西医内科诊所,1
珲春御臻堂中医诊所,1
王敬仁,1
王泽林中西医结合诊所,1
运才个体,1
仲坪村卫生所,1
育才社区吴,1
村王翠玲个体,1
老年养护楼,1
示范,1
社会养老服务,1
王世勇中西医结合诊所,1
欧亚养老院,1
王玉清西医内科诊所,1
镇东兴镇,1
天铸中医诊所,1
王玲口腔诊所,1
区砟子,1
仁中西医门诊部,1
珲春天,1
珲春华,1
珲春光辉诊所,1
玻璃山镇,1
桦树村卫生所,1
王冬梅妇科诊所,1
乡下洼子村卫生所,1
顺堂大药房中医坐堂医诊所,1
王文星,1
周丽佳,1
王占义,1
船营党珂西医内科诊所,1
李德荣福兴,1
王立刚西医内科诊所,1
王毓霜西医内科诊所,1
王艳军西医内科诊所,1
胡晓云,1
军需门诊部,1
长春市朝阳区于,1
乐山镇长兴村卫生所,1
乐山镇辛屯村卫生所,1
乐山镇莲花村卫生所,1
富锋镇范家村卫生所,1
村李福全,1
堂健康管理有限公司长春经开,1
德芯御,1
月花园社区卫生服务站,1
支农,1
长春市双顶矿业股份有限公司,1
长春市双阳区,1
中等职业学校卫生所,1
区倚水佳园老年养护,1
街道饮马,1
区苇子沟镇王桂荣西医妇科诊所,1
运养老服务有限公司,1
镇柳家村卫生所,1
长春堡村卫生室,1
德芯中医诊所,1
王立君中医诊所,1
镇长春堡村卫生所,1
镇长岭子村卫生所,1
绍宇,1
胡少谦,1
彭克,1
村赵守棠,1
长春市朝阳区人民医院,1
长春市朝阳区刘书祥西医内科诊所,1
